번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
2886,공중화장실,천주산 등산도로변,경남 창원시 의창구 동정동133,,N,1,2,0,0,0,0,2,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2887,공중화장실,늘푸른전당,경남 창원시 의창구 두대로 97,,N,20,21,3,0,1,0,20,0,1,창원시설공단 늘푸른전당,,14시간,,,,공공기관,관광·체육시설,수세식,없음,N,없음,,2020-05-15
2888,공중화장실,대원119안전센터 화장실,경남 창원시 의창구 두대로55번길 11 (대원동),,Y,0,2,0,0,0,0,2,0,0,대원119안전센터,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2889,공중화장실,명서공원화장실,경남 창원시 의창구 명서동 산55,,N,1,1,0,0,0,0,2,0,0,의창구 산림농정과,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-01-01
2890,공중화장실,명서1민원센터화장실,"경남 창원시 의창구 명지로122번길 20 (명서동, 명서1민원센터)",,N,1,2,1,1,0,0,2,0,0,의창구 명곡동,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2891,공중화장실,사화체육공원화장실,경남 창원시 의창구 반계동 1519,,N,1,1,0,0,0,0,2,0,0,의창구 산림농정과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2892,공중화장실,봉림주구운동장,경남 창원시 의창구 봉곡동 57,,N,2,2,0,0,0,0,2,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2893,공중화장실,경상남도유아교육원 화장실,"경남 창원시 의창구 봉곡로23번길 2 (봉곡동, 경상남도 유아교육원)",,N,11,15,1,1,0,0,21,0,0,경상남도유아교육원 운영지원과,,-,,,,지방자치단체,공공용시설,수세식,없음,N,,,2020-01-01
2894,공중화장실,진해종합사회복지관,"경남 창원시 진해구 진해대로 1101 (풍호동, 진해 종합사회복지관)",,N,28,35,1,1,0,0,38,0,0,진해구청 사회복지과,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2895,공중화장실,감계전망대화장실,경남 창원시 의창구 북면 감계리 254-1,,N,3,2,1,1,0,0,3,1,0,의창구 산림농정과,,-,,,,지방자치단체,공공용시설,수세식,,N,없음,,2020-01-01
2896,공중화장실,달천계곡 입구 다리밑,경남 창원시 의창구 북면 외감리 551,,N,1,1,0,0,0,0,2,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수거식,,N,없음,,2020-01-01
2897,공중화장실,달천계곡 상류,경남 창원시 의창구 북면 외감리 산 66,,N,1,1,0,0,0,0,2,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수거식,,N,없음,,2020-01-01
2898,공중화장실,천주산 만남의 광장,경남 창원시 의창구 북면 외감리 산 68,,N,2,2,0,0,0,0,3,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수거식,,N,없음,,2020-01-01
2899,공중화장실,북면생태공원,경남 창원시 의창구 북면 외산리 1567,,N,1,1,0,0,0,0,2,0,0,창원시 하천과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2900,공중화장실,북면생태공원,경남 창원시 의창구 북면 외산리 32-2,,N,2,2,0,0,0,0,3,0,0,창원시 하천과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2901,공중화장실,북면 공설운동장,"경남 창원시 의창구 북면 정렬대로 1115 (마산리, 북면노인학교)",,N,3,2,0,0,0,0,3,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2902,공중화장실,북면사무소,경남 창원시 의창구 북면 천주로 1085,,N,2,2,1,1,0,0,2,1,0,의창구 북면,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2903,공중화장실,북면주민자치센터1,경남 창원시 의창구 북면 천주로 1085,,N,2,2,0,0,0,0,2,0,0,의창구 북면,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2904,공중화장실,북면주민자치센터2,경남 창원시 의창구 북면 천주로 1085,,N,1,1,0,0,0,0,1,0,0,의창구 북면,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2905,공중화장실,반딧불이도서관,"경남 창원시 의창구 북면 천주로 1085 (신촌리, 북면사무소)",,Y,0,1,0,0,0,0,1,0,0,의창구 북면,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2906,공중화장실,북면파출소 화장실,"경남 창원시 의창구 북면 천주로 1127 (신촌리, 북면파출소)",,Y,0,1,1,1,0,0,1,0,0,경남지방경찰청 창원서부경찰서 생활안전과 북면파출소,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2907,공중화장실,북면 화천민원센터,"경남 창원시 의창구 북면 천주로 483-7 (외감리, 화천민원센터)",,N,1,1,0,0,0,0,2,0,0,의창구 북면,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2908,공중화장실,북면119안전센터 화장실,경남 창원시 의창구 북면 천주로1150번길 15-22 (신촌리),,Y,0,2,0,0,0,0,2,0,0,북면119안전센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2909,공중화장실,마금산온천(족욕장옆),경남 창원시 의창구 북면 천주로1170번길 24 (신촌리),,N,5,8,1,1,0,0,10,1,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2910,공중화장실,온천2공구,"경남 창원시 의창구 북면 천주로1173번길 30 (신촌리, 2공구주차장)",,N,5,8,1,1,0,0,10,1,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2911,공중화장실,경남교육연수원,경남 창원시 의창구 사림로 111번길22,,N,25,35,1,1,0,0,72,1,0,의창구,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2912,공중화장실,사림운동장,경남 창원시 의창구 사림로85번길 31 (사림동),,N,1,2,0,0,0,0,2,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2913,공중화장실,사격장 주차장,경남 창원시 의창구 사림로99번길 61 (퇴촌동),,N,1,2,1,1,0,0,3,1,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2914,공중화장실,창원소방서 화장실,"경남 창원시 의창구 상남로 165 (신월동, 창원소방서)",,Y,0,3,0,0,0,0,2,0,0,창원소방서 소방행정과,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2915,공중화장실,창원중부경찰서,경남 창원시 의창구 상남로 177,,N,4,0,0,0,0,0,3,0,0,창원중부경찰서,,24시간,,,,공공기관,공공용시설,수세식,없음,N,없음,,2018-06-30
2916,공중화장실,경남지방조달청 건물 1층 화장실(남. 여),경남 창원시 의창구 상남로 231,,N,2,2,1,1,0,0,2,1,0,경남지방조달청 경영관리과,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2917,공중화장실,동남지방통계청 창원사무소 1층 화장실,"경남 창원시 의창구 상남로 261 (신월동, 동남지방통계청창원사무소)",,N,2,3,1,1,0,0,2,1,0,동남지방통계청 창원사무소,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2918,공중화장실,본관1층화장실,"경남 창원시 의창구 상남로 289 (사림동, 경남지방경찰청)",,N,6,6,1,1,0,0,3,1,0,경남지방경찰청 청사관리계,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2919,공중화장실,시내버스 회차지,경남 창원시 의창구 소계동 401,,N,1,1,0,0,0,0,2,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,교통시설,수세식,,N,없음,,2020-01-01
2920,공중화장실,천주운동장,경남 창원시 의창구 소계동 422-1,,N,1,1,1,1,0,0,2,1,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2921,공중화장실,소계체육공원,"경남 창원시 의창구 소계로 137 (소계동, 소계체육공원)",,N,2,2,0,0,0,0,4,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2922,공중화장실,소답주민운동장,경남 창원시 의창구 소답동 729-5,,N,1,2,1,1,0,0,2,1,0,의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,,,2020-01-01
2923,공중화장실,GS칼텍스 토월주유소 화장실,경남 창원시 의창구 신사로45번길 25,,Y,0,0,0,0,0,0,1,0,0,의창구 용지동,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2924,공중화장실,신월지구대 화장실,"경남 창원시 의창구 신사로45번길 35 (신월동, 신월지구대)",,N,0,0,1,1,0,0,0,0,0,신월지구대 관리반,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2925,공중화장실,용지문화공원 화장실,경남 창원시 의창구 신월동 98,,N,4,8,1,1,0,0,5,1,0,의창구 산림농정과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2926,공중화장실,신월민원센터 화장실,"경남 창원시 의창구 신월로 48 (신월동, 신월민원센터)",,N,2,2,1,1,0,0,2,0,0,의창구 용지동,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2927,공중화장실,용추계곡입구 주차장,경남 창원시 의창구 용동 121,,N,3,2,1,1,0,0,4,1,0,의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,,,2020-01-01
2928,공중화장실,내트럭하우스 부산신항사업소 화장실,"경남 창원시 진해구 신항북로 320 (용원동, 내트럭(주) 부산신항 사업소)",,N,1,1,0,0,0,0,2,0,0,내트럭하우스 부산신항사업소,,-,,,,지방자치단체,기타,수세식,없음,N,없음,,2020-01-01
2929,공중화장실,대호주유소화장실,경남 창원시 진해구 안골로 242 (안골동),,Y,0,2,0,0,0,0,1,0,0,대호주유소,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-01-01
2930,공중화장실,장복하늘마루산길(천주교공원묘지 위),경남 창원시 진해구 안민고개길 90-19,,N,1,1,0,0,0,0,1,0,0,진해구청 수산산림과,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2931,공중화장실,창원가음정동우체국,"경상남도 창원시 성산구 원이대로863번길 20, 가음정동우체국 (가음동)",,Y,0,1,0,0,0,0,0,1,0,창원가음정동우체국,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-04-10
2932,공중화장실,남산시외버스정류소,"경상남도 창원시 성산구 정동로162번길 57, 한양상가 (남산동)",,N,2,2,0,0,0,0,4,0,0,창원시설공단 교통사업관리소,,24시간,,,,지방자치단체,교통시설,수세식,여자화장실,N,없음,,2020-05-11
2933,공중화장실,창원대산우체국,"경상남도 창원시 의창구 대산면 주남로 574-4, 창원대산우체국",,Y,0,1,0,0,0,0,2,0,0,창원대산우체국,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-04-10
2934,공중화장실,창원두대우체국,"경상남도 창원시 의창구 대원로93번길 6, 창원두대우체국 (대원동)",,N,1,1,0,0,0,0,1,0,0,창원두대우체국,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-04-10
2935,공중화장실,창원동읍우체국,"경상남도 창원시 의창구 동읍 의창대로915번길 7, 창원동읍우체국",,Y,0,0,1,1,0,0,0,1,0,창원동읍우체국,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-04-10
2936,공중화장실,감계복지센터,경상남도 창원시 의창구 북면 동전로45번길 6,,N,5,8,3,0,0,0,14,3,0,창원시설공단 감계복지센터,,15시간,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-05-12
2937,공중화장실,창원북면우체국,경상남도 창원시 의창구 북면 신리길 20,,Y,1,1,0,0,0,0,1,0,0,창원북면우체국,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-04-10
2938,공중화장실,창원사림동우체국,"경상남도 창원시 의창구 사림로 94, 창원사림동우체국 (사림동)",,Y,1,1,0,0,0,0,1,0,0,창원사림동우체국,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-04-10
2939,공중화장실,창원국제사격장 야외화장실,경상남도 창원시 의창구 사림로 99번길 63,,Y,7,7,1,0,0,0,14,1,0,창원시설공단 창원국제사격장관리소,,24시간,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-04-06
2940,공중화장실,창원의 집(다목적전각),"경상남도 창원시 의창구 사림로16번길 59, 창원의집 (사림동)",,N,1,2,0,0,0,0,1,0,0,창원의 집(다목적전각),,07:00~22:00,,,,공공기관,관광·체육시설,수세식,없음,N,없음,,2020-04-01
2941,공중화장실,창원의 집(후문),"경상남도 창원시 의창구 사림로16번길 59, 창원의집 (사림동)",,N,1,1,0,0,0,0,1,0,0,창원의 집(후문),,07:00~22:00,,,,공공기관,관광·체육시설,수세식,없음,N,없음,,2020-04-01
2942,공중화장실,창원중앙역,"경상남도 창원시 의창구 상남로 381, 창원중앙역사 (용동)",,N,6,15,1,1,1,0,19,1,2,한국철도공사,,20시간,,,,공공기관,교통시설,수세식,장애인화장실,Y,,,2020-06-23
2943,공중화장실,명곡도서관,"경상남도 창원시 의창구 서곡길 21, 명곡도서관 (명서동)",,N,15,16,5,5,1,1,16,5,1,의창도서관,,08:00 ~ 23:00,,,,지방자치단체,공공용시설,수세식,없음,N,,,2020-03-24
2944,공중화장실,소계민원센터 화장실,"경상남도 창원시 의창구 소계로84번길 7, 소계민원센터 (소계동)",,N,1,1,0,0,0,0,2,0,0,의창구 의창동,,09:00 ~ 18:00,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-06-30
2945,공중화장실,의창동행정복지센터 화장실,"경상남도 창원시 의창구 읍성로 25, 의안동주민센터 (북동)",,N,1,1,1,1,0,0,1,1,0,의창구 의창동,,09:00 ~ 18:00,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-06-30
2946,공중화장실,창원역,"경상남도 창원시 의창구 의창대로 67, 창원역 (동정동)",,N,6,11,1,1,0,2,26,1,0,한국철도공사,,21시간,,,,공공기관,교통시설,수세식,장애인화장실,N,,,2020-06-23
2947,공중화장실,성산아트홀,"경상남도 창원시 의창구 중앙대로 181, 재단법인창원문화재단성산아트홀 (용호동)",,N,1,2,0,0,0,0,2,0,0,성산아트홀,,24시간,,,,공공기관,관광·체육시설,수세식,없음,N,없음,,2020-04-01
2948,공중화장실,성산아트홀(안내실),"경상남도 창원시 의창구 중앙대로 181, 재단법인창원문화재단성산아트홀 (용호동)",,N,1,3,0,0,0,0,2,0,0,성산아트홀,,24시간,,,,공공기관,관광·체육시설,수세식,없음,N,없음,,2020-04-01
2949,공중화장실,창원세무서,"경상남도 창원시 의창구 중앙대로209번길 16, 창원세무서 (용호동)",,N,2,2,1,1,0,0,1,1,0,창원세무서,,9시간,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-06-19
2950,공중화장실,국립농산물품질관리원경남지원,"경상남도 창원시 의창구 중앙대로249번길 16, 국립농산물품질관리원경남지원 (용호동)",,N,9,9,0,1,0,0,8,1,0,국립농산물품질관리원경남지원,,9시간,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-03-25
2951,공중화장실,경남지방병무청,"경상남도 창원시 의창구 중앙대로250번길 13, 경남지방병무청 (신월동)",,N,18,24,1,0,0,0,18,1,0,경남지방병무청,,24시간,,,,국가,공공용시설,수세식,,N,없음,,2020-04-02
2952,공중화장실,창원봉곡동우체국,"경상남도 창원시 의창구 지귀로119번길 2, 창원봉곡동우체국 (봉곡동)",,Y,1,1,0,0,0,0,0,1,0,창원봉곡동우체국,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-04-10
2953,공중화장실,창원종합버스터미널,"경상남도 창원시 의창구 창원대로 371, 창원종합버스터미널 (팔용동)",,N,11,17,1,2,0,0,28,1,2,창원시설공단 교통사업관리소,,24시간,,,,지방자치단체,교통시설,수세식,없음,N,여자화장실,,2020-05-11
2954,공중화장실,창원역사민속관,"경상남도 창원시 의창구 창이대로397번길 25, 창원역사민속관 (사림동)",,N,3,3,0,0,0,0,3,0,0,창원역사민속관,,07:00~22:00,,,,공공기관,관광·체육시설,수세식,없음,Y,없음,,2020-04-01
